2021-09-16T17:51:46.957+09:00,dedka,Action,Start/Stop Activity Tracking,,,,,-1,-1,
2021-09-29T10:25:18.056+09:00,dedka,Action,EditorEnter,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,0,Default task
2021-09-29T10:25:18.409+09:00,dedka,KeyEvent,10:10:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,1,0,Default task
2021-09-29T10:25:18.950+09:00,dedka,Action,EditorEnter,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,1,0,Default task
2021-09-29T10:25:18.990+09:00,dedka,KeyEvent,10:10:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,2,0,Default task
2021-09-29T10:25:19.439+09:00,dedka,Action,EditorUp,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,2,0,Default task
2021-09-29T10:25:19.443+09:00,dedka,KeyEvent,65535:38:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,1,0,Default task
2021-09-29T10:25:19.645+09:00,dedka,Action,EditorUp,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,1,0,Default task
2021-09-29T10:25:19.649+09:00,dedka,KeyEvent,65535:38:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,0,Default task
2021-09-29T10:25:20.402+09:00,dedka,KeyEvent,101:69:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,0,Default task
2021-09-29T10:25:20.860+09:00,dedka,KeyEvent,110:78:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,1,Default task
2021-09-29T10:25:20.904+09:00,dedka,KeyEvent,117:85:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,2,Default task
2021-09-29T10:25:21.041+09:00,dedka,KeyEvent,109:77:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,3,Default task
2021-09-29T10:25:21.304+09:00,dedka,KeyEvent,32:32:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,4,Default task
2021-09-29T10:25:21.899+09:00,dedka,KeyEvent,65535:16:1,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,5,Default task
2021-09-29T10:25:21.983+09:00,dedka,KeyEvent,67:67:1,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,5,Default task
2021-09-29T10:25:22.188+09:00,dedka,KeyEvent,111:79:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,6,Default task
2021-09-29T10:25:22.430+09:00,dedka,KeyEvent,109:77:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,7,Default task
2021-09-29T10:25:22.582+09:00,dedka,KeyEvent,109:77:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,8,Default task
2021-09-29T10:25:22.662+09:00,dedka,KeyEvent,97:65:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,9,Default task
2021-09-29T10:25:22.748+09:00,dedka,KeyEvent,110:78:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,10,Default task
2021-09-29T10:25:22.833+09:00,dedka,KeyEvent,100:68:0,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,11,Default task
2021-09-29T10:25:23.345+09:00,dedka,KeyEvent,65535:16:1,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,12,Default task
2021-09-29T10:25:23.478+09:00,dedka,KeyEvent,123:91:1,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,12,Default task
2021-09-29T10:25:23.957+09:00,dedka,KeyEvent,65535:16:1,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,13,Default task
2021-09-29T10:25:24.043+09:00,dedka,KeyEvent,65:65:1,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,13,Default task
2021-09-29T10:25:25.002+09:00,dedka,KeyEvent,65535:16:1,FCTest,Editor,C:/Users/dedka/IdeaProjects/FCTest/src/FCTest.java,,0,14,Default task
